Harga,title,Kecamatan,Kota,lat,long,Tipe Properti,K. Tidur,K. Mandi,Luas Tanah,Luas Bangunan,Carport,Listrik,K. Tidur Pembantu,K. Mandi Pembantu,Lantai,Kondisi,Garasi,furnishing,TahunRumah,kategori_harga
780000000.0,Rumah Siap Kpr Dekat Citeureup di Griya Melati Mas Bebas Banjir,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,1.0,98.0,68.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
660000000.0,Rumah Siap Kpr Dekat Stasiun Ka Cibinong Harga All In Bisa Nego,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,72.0,72.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
660000000.0,Rumah Strategis di Griya Melati Mas Bebas Banjir Harga All In Bisa Kpr,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,72.0,72.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
660000000.0,Rumah Strategis Siap Huni di Griya Melati Mas Bebas Banjir Bisa Kpr,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,72.0,72.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
1020000000.0,Rumah Bebas Banjir Permata Cimanggis Dekat Cilodong Bisa Kpr Harga All In,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,86.0,50.0,0.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
1560000000.0,Rumah Siap Kpr Dekat Stasiun Depok di Desari Residence Harga All In,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,72.0,90.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
800000000.0,Rumah Strategis Bebas Banjir di Griya Melati Mas Harga All In Siap Kpr,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,96.0,71.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
465000000.0,Rumah Eksklusif Kalimulya Dekat Ke Gdc Dan Stasiun Depok,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,60.0,38.0,0.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,harga sangat rendah
800000000.0,Rumah Siap Huni di Griya Melati Mas Akses Mudah Siap Kpr Harga All In,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,96.0,71.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
660000000.0,Rumah di Griya Melati Mas Cilodong Bebas Banjir Bisa Kpr Harga All In,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,72.0,72.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
1560000000.0,Rumah Strategis di Desari Residence Dekat Stasiun Depok Harga All In Bisa Kpr,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,72.0,90.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
780000000.0,Rumah Bebas Banjir di Griya Melati Mas Harga All In Nego Bisa Kpr,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,1.0,98.0,68.0,1.0,1300.0,1.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga sangat rendah
800000000.0,Rumah Bebas Banjir di Griya Melati Mas Akses Mudah Harga All In Siap Kpr,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,96.0,71.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
464000000.0,Rumah di Jatimulya Depok Gaya Bali Dekat Tol Margonda 5 Menit Ke Gdc,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,60.0,38.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga sangat rendah
800000000.0,Rumah 2 Lantai Siap Huni SHM di Jatimulya Depok Dekat Gdc Akses Tol Margonda Dan Stasiun Krl Depok,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,84.0,71.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,harga rendah
999000000.0,Rumah 2 Lamtai Depok GDC Tanah Luas Lokasi Pinggir Jalan Raya Siap Huni Raya,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,89.0,80.0,2.0,2200.0,0.0,0.0,2.0,baru,2.0,unfurnished,0.0,harga rendah
970000000.0,Rumah 2 Lantai tanah luas dekat Grand Depok City Akses jalan besar Dekat Stasiun dan Tol Cijago,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,81.0,70.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,harga rendah
580000000.0,Rumah 2 Lantai di Jatimulya Depok 5 Menit Ke Gdc Dekat Tol Margonda,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,60.0,54.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,harga sangat rendah
775000000.0,Rumah di Depok 3 Kamar Dekat Sd Al Azhar Kawasan Gdc Depok,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,67.0,65.0,2.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,harga sangat rendah
70000000.0,Rumah Murah Booking Sekarang 2 Juta,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,2.0,78.0,45.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,2.0,harga sangat rendah
660000000.0,GDC Depok,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,78.0,36.0,0.0,1300.0,2.0,1.0,1.0,baru,1.0,unfurnished,1.0,harga sangat rendah
725000000.0,Rumah 2 Lantai bata merah di Cilodong carport 2 mobil,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,66.0,56.0,2.0,2200.0,0.0,0.0,2.0,baru,2.0,unfurnished,0.0,harga sangat rendah
559000000.0,Potongan Dp 30 Juta Rumah Nuansa Bali 13 Menit Stasiun Depok Lama,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,74.0,36.0,0.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,harga sangat rendah
995000000.0,Rumah 2 Lantai SHM di Kalimulya Cilodong depok,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,3.0,95.0,100.0,2.0,2200.0,0.0,0.0,2.0,baru,2.0,unfurnished,0.0,harga rendah
725000000.0,"Rumah 2 Lantai di Abdul Gani Setu Cilodong Depok, Depok",Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,66.0,56.0,2.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,harga sangat rendah
699000000.0,Rumah nyaman 2 lantai dekat GDC dekat Setu Cilodong Depok,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,66.0,56.0,2.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,harga sangat rendah
1350000000.0,Rumah Asri Dan Nyaman di Jual Di Depok,Cilodong, Depok,-6.4281714,106.8368844,rumah,4.0,3.0,120.0,150.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
615000000.0,Cluster Free Biaya - Biaya Dekat Margonda di GDC Tol dan Stasiun KRL Depok,Cilodong, Depok,-6.4281714,106.8368844,rumah,3.0,2.0,60.0,60.0,0.0,1300.0,0.0,0.0,2.0,unfurnished,1.0,unfurnished,0.0,harga sangat rendah
220000000.0,Rumah Minimalis Modern di Citayam Bebas Banjir Akses Mudah Asri,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,60.0,36.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,harga sangat rendah
500000000.0,Cluster Ready Modern Free Biaya Lokasi Dekat Stasiun Depok Lama,Cilodong, Depok,-6.4281714,106.8368844,rumah,2.0,1.0,60.0,38.0,0.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
1100000000.0,Rumah Siap Kpr Bebas Banjir di Diamond Golden Cinere Harga All In,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
1920000000.0,Rumah Siap Huni di Graha 2 Cinere Dekat Margonda Siap Kpr Harga All In,Limo, Depok,-6.3663035,106.7796109,rumah,2.0,3.0,167.0,160.0,1.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,2.0,harga tinggi
2040000000.0,Rumah Strategis Bebas Banjir Dekat Cinere Depok Harga All In Siap Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,2.0,2.0,113.0,150.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1560000000.0,Rumah Harga All In Dekat Pamulang di Bukit Griya Cinere Bisa Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,72.0,140.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1920000000.0,Rumah Dekat Jagakarsa Bebas Banjir di Graha 2 Cinere Bisa Kpr Harga All In,Limo, Depok,-6.3663035,106.7796109,rumah,2.0,3.0,167.0,160.0,1.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,2.0,harga tinggi
1100000000.0,Rumah Siap Kpr Strategis di Diamond Golden Cinere Limo Harga All In,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
1100000000.0,Rumah 2 Lantai Siap Kpr Harga All In di Diamond Golden Cinere,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
1560000000.0,Rumah Harga All In di Perum Bukit Griya Cinere Dekat Margonda Siap Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,72.0,140.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1500000000.0,Rumah Dekat Pancoran Mas Di Cinere Modern Harga All In Bisa Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,4.0,3.0,151.0,150.0,2.0,7700.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1980000000.0,Rumah Seken Bebas Banjir Dekat Jagakarsa Harga All In Siap Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,2.0,95.0,105.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
699000000.0,Rumah SHM 2 Lantai Siap Huni di Limo Depok,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,2.0,42.0,66.0,0.0,2200.0,0.0,0.0,2.0,baru,1.0,semi furnished,0.0,harga sangat rendah
960000000.0,Rumah Siap Kpr Harga All In Dekat Limo Di Tamansari Puri Bali,Limo, Depok,-6.3663035,106.7796109,rumah,2.0,1.0,108.0,90.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
1100000000.0,Rumah Strategis Harga All In Dekat Margonda di Diamond Golden Bisa Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
1920000000.0,Rumah Strategis Dekat Beji di Graha 2 Cinere Siap Kpr Harga All In,Limo, Depok,-6.3663035,106.7796109,rumah,2.0,3.0,167.0,160.0,1.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,2.0,harga tinggi
2040000000.0,Rumah Harga All In Siap Kpr di Limo Residence Dekat Cinere Bebas Banjir,Limo, Depok,-6.3663035,106.7796109,rumah,2.0,2.0,113.0,150.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1560000000.0,Rumah Siap Kpr Harga All In di Perum Bukit Griya Cinere Dekat Sawangan,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,72.0,140.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1500000000.0,Rumah Strategis Dekat Sawangan di Cluster Cinere Modern Harga All In Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,4.0,3.0,151.0,150.0,2.0,7700.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
2040000000.0,Rumah Bebas Banjir di Limo Residence Depok Harga All In Nego Bisa Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,2.0,2.0,113.0,150.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1650000000.0,Rumah Luas 2 Lantai Dekat Limo Strategis Bebas Banjir Harga All In Bisa Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,78.0,110.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1500000000.0,Rumah Siap Kpr Di Cluster Cinere Modern Bebas Banjir Harga All In,Limo, Depok,-6.3663035,106.7796109,rumah,4.0,3.0,151.0,150.0,2.0,7700.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1410000000.0,Rumah Bebas Banjir Dekat Pancoran Mas Di Limo Residence Harga All In Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,180.0,112.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1500000000.0,Rumah Strategis 2 Lantai di Cluster Cinere Modern Dekat Gerbang Tol Harga All In Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,4.0,3.0,151.0,150.0,2.0,7700.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1100000000.0,Rumah Strategis Bebas Banjir Dekat Pancoran Mas Harga All In Bisa Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,96.0,75.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
1410000000.0,Rumah Luas 2 Lantai Harga All In Kpr di Limo Residence Bisa Nego,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,112.0,180.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1410000000.0,Rumah Harga All In di Limo Residence Siap Huni Bisa Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,112.0,180.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1920000000.0,Rumah Strategis di Graha 2 Cinere Dekat Tol Harga All In Siap Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,2.0,3.0,167.0,160.0,1.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,2.0,harga tinggi
1560000000.0,Rumah Strategis di Bukit Griya Cinere Bebas Banjir Harga All In Siap Kpr,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,72.0,140.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
295000000.0,Rumah ex kantor di Limo,Limo, Depok,-6.3663035,106.7796109,rumah,2.0,1.0,70.0,45.0,1.0,1300.0,0.0,0.0,1.0,butuh renovasi,0.0,unfurnished,3.0,harga sangat rendah
1720000000.0,Brand New Ready Stok Cluster 3 Lantai Pinggir TOL Krukut Antasari Jaksel Depok,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,84.0,155.0,0.0,2200.0,0.0,0.0,3.0,unfurnished,4.0,unfurnished,0.0,harga tinggi
1430000000.0,Rumah Klasik Konsep Jawa Bali Ready Dekat Exit Tol Krukut Depok,Limo, Depok,-6.3663035,106.7796109,rumah,4.0,3.0,67.0,90.0,0.0,2200.0,0.0,0.0,2.0,unfurnished,1.0,unfurnished,1.0,harga rendah
2900000000.0,Hunian Asri Mediterranean Classic Dekat Tol Krukut Limo Depok,Limo, Depok,-6.3663035,106.7796109,rumah,3.0,3.0,305.0,200.0,0.0,2200.0,0.0,0.0,1.0,semi furnished,1.0,unfurnished,6.0,harga tinggi
1500000000.0,Rumah Minimalis Asri Bebas Banjir di Tapos Depok Siap Kpr Harga All In,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,164.0,104.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1020000000.0,Rumah Siap Kpr Di Permata Cimanggis Tapos Strategis Bebas Banjir Harga All In,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,86.0,50.0,0.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
1500000000.0,Rumah Minimalis Asri Bebas Banjir di Tapos Depok Harga All In Siap Kpr,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,164.0,104.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
900000000.0,Rumah Siap Kpr Harga All In Di Bumi Kemang Indah Depok Bebas Banjir,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,2.0,119.0,90.0,0.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
840000000.0,Rumah Strategis di Permata Cimanggis Cluster Kumala Harga All In Siap Kpr,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,84.0,48.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
840000000.0,Rumah Strategis di Permata Cimanggis Cluster Kumala Harga All In Siap Kpr,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,84.0,48.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
800000000.0,Rumah Dekat Tapos di Griya Melati Mas Harga All In Siap Kpr,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,96.0,71.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
1020000000.0,Rumah Seken Nego Siap Kpr Di Tapos Depok Harga All In,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,86.0,50.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
945000000.0,Rumah Bebas Banjir Dekat Sukmajaya di Rose Garden Harga All In Kpr Bisa Nego,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,105.0,60.0,0.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
1020000000.0,Rumah Hunian di Komplek Omma Indah Tapos Harga All In Bisa Kpr,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,2.0,120.0,140.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
945000000.0,Rumah Bebas Banjir di Rose Garden Dekat Cibubur Harga All In Kpr Bisa Nego,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,105.0,60.0,0.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
1500000000.0,Rumah Strategis Siap Kpr Dekat Cilodong Harga All In Nego,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,164.0,104.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
897000000.0,Rumah Depok 2 Lantai Skandinavia  Dekat Pintu Tol Cimanggis,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,2.0,90.0,70.0,1.0,2200.0,0.0,0.0,2.0,baru,1.0,unfurnished,0.0,harga rendah
900000000.0,Rumah Siap Kpr Bumi Kemang Indah Depok Bebas Banjir Harga All In,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,2.0,119.0,90.0,1.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
1200000000.0,Rumah Siap Kpr Area Cimanggis Bebas Banjir Harga All In Bisa Nego,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,2.0,90.0,135.0,1.0,4400.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
840000000.0,Rumah Dekat Cilodong di Permata Cimanggis Cluster Kumala Harga All In Kpr,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,1.0,84.0,48.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
1200000000.0,Rumah Strategis 2 Lantai Raffles Hills Depok Bebas Banjir Harga All In Kpr,Tapos, Depok,-6.4213209,106.885539,rumah,2.0,3.0,98.0,78.0,0.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1020000000.0,Rumah Hunian Dekat Cibubur Harga All In Siap Kpr di Komplek Omma Indah,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,2.0,120.0,140.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
1500000000.0,Rumah Minimalis Asri Bebas Banjir di Tapos Depok Harga All In Kpr,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,164.0,104.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1300000000.0,Rumah Hook Samping Taman Di Jual Di Tapos Depok,Tapos, Depok,-6.4213209,106.885539,rumah,3.0,3.0,220.0,180.0,2.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
1000000000.0,"Rumah Minimalis siap huni. Lokasi di perumahan Jati Jajar, Depok",Tapos, Depok,-6.4213209,106.885539,rumah,3.0,2.0,140.0,140.0,0.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,harga rendah
1850000000.0,Rumah 2Lantai dijual di Cluster The Addres Tapod,Tapos, Depok,-6.4213209,106.885539,rumah,4.0,3.0,160.0,230.0,1.0,3500.0,1.0,1.0,2.0,bagus,1.0,semi furnished,2.0,harga tinggi
1080000000.0,Rumah Strategis Harga All In Kpr di Grand Depok City Dekat Pancoran Mas Bebas Banjir,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,1.0,90.0,70.0,1.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
2280000000.0,Rumah Strategis Harga All In Dekat Beji di Grand Depok City Siap Kpr,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,180.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
900000000.0,Rumah Strategis Di Bumi Kemang Indah Bebas Banjir Bisa Kpr Harga All In,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,2.0,119.0,90.0,0.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
900000000.0,Rumah Strategis Di Bumi Kemang Indah Bebas Banjir Bisa Kpr Harga All In,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,2.0,119.0,90.0,1.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga rendah
870000000.0,Dijual Rumah 2 Lantai Jalan Merdeka Depok 2 Hanya 10 Menit Pintu Tol Cijago Dan Margonda,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,2.0,71.0,61.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,0.0,harga rendah
1080000000.0,Rumah Strategis Siap Kpr Dekat Margonda di Cluster Acacia Harga All In,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,1.0,90.0,70.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1080000000.0,Rumah 2 Lantai Di Grand Depok City Dekat Stasiun Depok Harga All In Bisa Kpr,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,1.0,90.0,70.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
2280000000.0,Rumah Strategis Harga All In Dekat Cipayung di Grand Depok City Siap Kpr,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,180.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1560000000.0,Rumah Bebas Banjir Harga All In di Grand Depok City Dekat Margonda Siap Kpr,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,115.0,145.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
900000000.0,Rumah Siap Kpr di Margo Residence 1 Dekat Beji Harga All In,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,2.0,90.0,45.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
1800000000.0,Rumah Siap Kpr di Panoramic Garden Dekat Margonda Harga All In,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,106.0,150.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1800000000.0,Rumah Strategis di Panoramic Garden Dekat Tapos Harga All In Kpr,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,106.0,150.0,0.0,3300.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1800000000.0,Rumah Strategis Harga All In di Panoramic Garden Bebas Banjir Siap Kpr,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,106.0,150.0,1.0,3500.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1800000000.0,Rumah Asri di Panoramic Garden Dekat Pancoran Mas Harga All In Bisa Kpr,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,106.0,150.0,0.0,3500.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
2040000000.0,Rumah Siap Huni di Bella Casa Residence Harga All In Siap Kpr,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,150.0,115.0,1.0,2200.0,1.0,0.0,1.0,bagus,0.0,unfurnished,2.0,harga tinggi
4200000000.0,Rumah Luas Strategis Dekat Pancoran Mas di Grand Depok City Harga All In Kpr,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,194.0,120.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,4.0,harga sangat tinggi
658000000.0,Rumah 2 Lantai di Tengah Kota Depok Strategis Dekat Simpangan Depok,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,2.0,2.0,55.0,55.0,1.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,harga sangat rendah
2280000000.0,Rumah Strategis Siap Kpr Dekat Citayam di Grand Depok City Harga All In,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,4.0,180.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
780000000.0,Rumah Siap Kpr Dekat Sukmajaya di Griya Melati Mas Bebas Banjir Harga All In,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,1.0,98.0,68.0,1.0,1300.0,1.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
1560000000.0,Rumah Siap Kpr Dekat Pancoran Mas di Grand Depok City Harga All In,Sukmajaya, Depok,-6.3977255,106.8427795,rumah,3.0,3.0,115.0,145.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
