Harga,title,Kecamatan,Kota,lat,long,Tipe Properti,K. Tidur,K. Mandi,Luas Tanah,Luas Bangunan,Carport,Listrik,K. Tidur Pembantu,K. Mandi Pembantu,Lantai,Kondisi,Garasi,furnishing,TahunRumah,kategori_harga
499000000.0,Rumah 1 lantai dekat perkantoran pemda Cibinong Tanpa DP,Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,63.0,41.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,1.0,harga sangat rendah
599000000.0,Rumah Cluster Minimalis Di Lokasi Strategis Tanpa Dp Hanya 5jt All In Di Tengah Pemda Cibinong,Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,72.0,45.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,1.0,harga sangat rendah
599000000.0,Rumah di Jalan haji minggu SHM Tanpa DP,Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,72.0,45.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,1.0,harga sangat rendah
1100000000.0,Rumah the green hill di Pondok rajeg cibinong 2 Lantai Furnished SHM Bagus Sekali,Cibinong, Bogor,-6.4824535,106.8367054,rumah,3.0,2.0,84.0,84.0,0.0,2200.0,0.0,0.0,2.0,bagus sekali,1.0,furnished,0.0,harga rendah
600000000.0,"Rumah desain kekinian harga 600 jutaan ,terdapat juga 2 lantai harga 800 an di jalan raya kerdenan Cibinong dekat stasiun Bojonggede,mall ccm, kantor Pemda Cibinong",Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,77.0,36.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,harga sangat rendah
470000000.0,Promo Terbaik Dp 10 Juta Bebas Biaya Surat2 Langsung Akad Langsung Huni,Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,147.0,40.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,harga sangat rendah
470000000.0,Rumah Modern Langsung Huni Dekat Pusat Kota Kpr Dp 10 Juta All In,Cibinong, Bogor,-6.4824535,106.8367054,rumah,2.0,1.0,147.0,40.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,harga sangat rendah
780000000.0,Rumah Strategis Dekat Sentul City di Cimahpar Residence Harga All In Kpr,Sentul, Bogor,-6.5183495,106.8512789,rumah,2.0,1.0,105.0,55.0,1.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
752000000.0,Rumah Mewah Hanya 752jt Selangkah Ke Pintu Tol Salabanda,Sentul, Bogor,-6.5183495,106.8512789,rumah,2.0,1.0,82.0,80.0,0.0,2200.0,0.0,0.0,1.0,baru,0.0,unfurnished,1.0,harga sangat rendah
700000000.0,2 LANTAI  MEWAH Lengkap FASILITAS DI BOGOR,Sentul, Bogor,-6.5183495,106.8512789,rumah,3.0,3.0,90.0,80.0,2.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga sangat rendah
650000000.0,Rumah Minimalis di Villa Bogor Indah Dekat Sentul Harga All In Kpr,Sentul, Bogor,-6.5183495,106.8512789,rumah,2.0,1.0,66.0,33.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga sangat rendah
1350000000.0,Rumah siap huni mutiara sentul 4 kamar tidur,Sentul, Bogor,-6.5183495,106.8512789,rumah,4.0,3.0,135.0,90.0,2.0,4400.0,0.0,0.0,2.0,bagus,0.0,semi furnished,7.0,harga rendah
1350000000.0,Rumah ready stok 2 lantai 3 kamar tidur SHM,Sentul, Bogor,-6.5183495,106.8512789,rumah,3.0,2.0,94.0,96.0,1.0,2200.0,0.0,0.0,1.0,baru,0.0,semi furnished,0.0,harga rendah
4000000000.0,"Dijual Rumah view Golf Sentul luas 377m² 3,5 lantai",Sentul, Bogor,-6.5183495,106.8512789,rumah,3.0,2.0,377.0,277.0,0.0,4400.0,0.0,0.0,1.0,bagus,0.0,unfurnished,4.0,harga sangat tinggi
5000000000.0,Rumah Idaman Cantik Kamar Tidur 4 di Sentul,Sentul, Bogor,-6.5183495,106.8512789,rumah,4.0,4.0,746.0,369.0,7.0,4400.0,0.0,1.0,2.0,bagus,0.0,semi furnished,13.0,harga sangat tinggi
7500000000.0,Rumah 2 Lantai Kamar 4 Dengan View Padang Golf di Permata Sentul,Sentul, Bogor,-6.5183495,106.8512789,rumah,4.0,3.0,1720.0,700.0,2.0,4400.0,1.0,1.0,2.0,bagus,0.0,semi furnished,13.0,harga sangat tinggi
770000000.0,DP 0 Rumah Mewah 2 Lantai Deket Tol dan Stasiun,Sentul, Bogor,-6.5183495,106.8512789,rumah,3.0,2.0,77.0,60.0,1.0,2200.0,0.0,0.0,2.0,baru,1.0,unfurnished,0.0,harga sangat rendah
5200000000.0,Rumah mewah di Permata Sentul.,Sentul, Bogor,-6.5183495,106.8512789,rumah,5.0,4.0,983.0,1200.0,6.0,5500.0,1.0,1.0,2.0,bagus,0.0,semi furnished,10.0,harga sangat tinggi
1500000000.0,Rumah 2 Lantai Siap Kpr Dekat Sukaraja di Bogor Raya Permai Harga All In,Sukaraja, Bogor,-6.577853,106.8507965,rumah,3.0,3.0,144.0,150.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
2400000000.0,Rumah Bebas Banjir Dekat Sukaraja Di Villa Bogor Indah Harga All In Siap Kpr,Sukaraja, Bogor,-6.577853,106.8507965,rumah,4.0,3.0,153.0,200.0,0.0,3500.0,1.0,0.0,2.0,bagus,1.0,semi furnished,2.0,harga tinggi
650000000.0,Rumah Minimalis di Sukaraja Villa Bogor Indah Harga All In Kpr,Sukaraja, Bogor,-6.577853,106.8507965,rumah,2.0,1.0,66.0,33.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga sangat rendah
650000000.0,Rumah Bebas Banjir Di Villa Bogor Indah Harga All In Siap Kpr,Sukaraja, Bogor,-6.577853,106.8507965,rumah,2.0,1.0,66.0,33.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga sangat rendah
650000000.0,Rumah Strategis di Villa Bogor Indah Sukaraja Harga All In Siap Kpr,Sukaraja, Bogor,-6.577853,106.8507965,rumah,2.0,1.0,66.0,33.0,1.0,1300.0,0.0,0.0,1.0,bagus,1.0,unfurnished,0.0,harga sangat rendah
1440000000.0,Rumah Bebas Banjir Di Sentul City Harga All In Bisa Nego Siap Kpr,Sukaraja, Bogor,-6.577853,106.8507965,rumah,3.0,2.0,90.0,110.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1890000000.0,Rumah Cantik di Dataran Tinggi Pinewood Ext 7x16 Summarecon Bogor,Sukaraja, Bogor,-6.577853,106.8507965,rumah,2.0,3.0,112.0,110.0,0.0,2200.0,1.0,1.0,2.0,baru,1.0,unfurnished,0.0,harga tinggi
2380000000.0,Rumah Adem Pemandangan Gunung Pinewood 9x16 Summarecon Bogor,Sukaraja, Bogor,-6.577853,106.8507965,rumah,2.0,3.0,144.0,136.0,2.0,2200.0,1.0,1.0,2.0,baru,0.0,unfurnished,0.0,harga tinggi
1980000000.0,Rumah Luas 2 Lantai Dekat Ciomas Akses Mudah Harga All In Siap Kpr,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,6.0,3.0,120.0,155.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
7000000000.0,"Rumah 2 Lantai Bagus Sekali Unfurnished SHM di Bukit Cimanggu City, Cibadak, Tanah Sareal, Bogor",Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,7.0,5.0,940.0,450.0,3.0,4400.0,0.0,0.0,2.0,bagus sekali,2.0,unfurnished,4.0,harga sangat tinggi
2040000000.0,Rumah Seken Nego Harga All In di Kaki Gunung Salak Bogor Nirwana Residence,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,3.0,180.0,120.0,2.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,2.0,harga tinggi
1980000000.0,Rumah Luas 2 Lantai Dekat Sukaraja Akses Mudah Dekat Tol Harga All In Kpr,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,6.0,3.0,120.0,155.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1440000000.0,Rumah Luas Strategis Siap Kpr di Cimanggu Permai Bebas Banjir Harga All In,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,2.0,198.0,150.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1980000000.0,Rumah 2 Lantai Strategis Di Komplek Budi Agung Tanah Sereal Harga All In Kpr,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,6.0,3.0,120.0,155.0,0.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1440000000.0,Rumah Bebas Banjir Siap Kpr di Cimanggu Permai Harga All In,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,2.0,198.0,150.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1440000000.0,Rumah Luas 2 Lantai Siap Kpr di Cimanggu Permai Bebas Banjir Harga All In,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,2.0,198.0,150.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1980000000.0,Rumah Strategis Di Komplek Budi Agung Harga All In Nego Bisa Kpr,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,6.0,3.0,120.0,155.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1440000000.0,Rumah Siap Kpr di Cimanggu Permai Bebas Banjir Harga All In Kpr,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,2.0,198.0,150.0,1.0,2200.0,1.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
2000000000.0,"Rumah 2 Lantai Bagus Sekali Unfurnished SHM di Taman Cimanggu, Kedung Waringin, Tanah Sareal, Bogor",Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,5.0,2.0,198.0,230.0,1.0,2200.0,0.0,0.0,2.0,bagus sekali,0.0,unfurnished,2.0,harga tinggi
587000000.0,Rumah 2 Lantai Kota Bogor Dekat Stasiun Dan Gerbang Tol,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,3.0,1.0,60.0,60.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
500000000.0,Rumah siap huni di graha grande cilebut,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,2.0,1.0,78.0,50.0,0.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,7.0,harga sangat rendah
1350000000.0,Rumah Minimalis 2 lantai siap huni,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,3.0,2.0,94.0,96.0,1.0,2200.0,0.0,0.0,1.0,baru,0.0,semi furnished,0.0,harga rendah
630000000.0,Rumah 1 Lantai Bernuansa Vila Di kota Bogor,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,2.0,1.0,36.0,90.0,2.0,2200.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
5000000000.0,"Rumah di Jalan Julang, Tanah Sareal dengan taman serta lokasi rumah sangat strategis SHM Bagus",Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,2.0,808.0,350.0,0.0,4400.0,1.0,1.0,1.0,bagus,0.0,semi furnished,4.0,harga sangat tinggi
633000000.0,"Bukit Cimanggu City Blok 11 Type Cherry, Tanah Sareal, Bogor Utara",Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,2.0,1.0,72.0,36.0,0.0,2200.0,0.0,0.0,1.0,bagus,1.0,unfurnished,4.0,harga sangat rendah
4320000000.0,"Dijual Rumah Summarecon Bogor Tahap 2, Agathis Premium Type T",Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,4.0,216.0,307.0,2.0,4400.0,1.0,1.0,2.0,baru,0.0,semi furnished,4.0,harga sangat tinggi
3550000000.0,"Dijual Rumah Summarecon Bogor Tahap 2, Agathis Type A Premium",Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,3.0,180.0,249.0,2.0,2200.0,1.0,1.0,2.0,baru,0.0,unfurnished,2.0,harga tinggi
569000000.0,Promo Rumah Cantik Siap Huni Harga Menarik di Tanah Sareal,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,2.0,82.0,70.0,1.0,1300.0,0.0,0.0,2.0,baru,0.0,semi furnished,0.0,harga sangat rendah
467000000.0,Rumah Minimalist 2lantai Harga 400 Jutaan,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,2.0,2.0,60.0,49.0,0.0,2200.0,0.0,1.0,2.0,baru,1.0,furnished,0.0,harga sangat rendah
570000000.0,Promo Rumah Cantik Siap Huni Harga Spesial di Tanah Sareal,Tanah Sareal, Bogor,-6.5726115,106.8011015,rumah,4.0,2.0,82.0,70.0,1.0,1300.0,0.0,0.0,2.0,baru,1.0,semi furnished,0.0,harga sangat rendah
2400000000.0,Rumah Bebas Banjir Dekat Cilebut Di Villa Bogor Indah Harga All In Siap Kpr,Ciparigi, Bogor,-6.5463115,106.8168031,rumah,4.0,3.0,153.0,200.0,0.0,3500.0,1.0,0.0,2.0,bagus,1.0,semi furnished,2.0,harga tinggi
2400000000.0,Rumah Strategis Dekat Sentul Di Villa Bogor Indah Harga All In Siap Kpr,Ciparigi, Bogor,-6.5463115,106.8168031,rumah,4.0,3.0,153.0,200.0,0.0,3500.0,1.0,0.0,2.0,bagus,1.0,semi furnished,2.0,harga tinggi
2400000000.0,Rumah Luas Harga All In Kpr di Villa Bogor Indah Siap Huni,Ciparigi, Bogor,-6.5463115,106.8168031,rumah,4.0,3.0,153.0,200.0,1.0,3500.0,1.0,0.0,2.0,bagus,1.0,semi furnished,2.0,harga tinggi
2400000000.0,Rumah Seken Bebas Banjir Di Villa Bogor Indah Harga All In Siap Kpr,Ciparigi, Bogor,-6.5463115,106.8168031,rumah,4.0,3.0,153.0,200.0,1.0,3500.0,1.0,0.0,2.0,bagus,1.0,semi furnished,2.0,harga tinggi
2500000000.0,Rumah siap huni di boulevard vila bogor indah 2,Ciparigi, Bogor,-6.5463115,106.8168031,rumah,5.0,4.0,270.0,250.0,0.0,3300.0,0.0,0.0,2.0,bagus,3.0,semi furnished,17.0,harga tinggi
2040000000.0,Rumah Asri di Bogor Nirwana Residence Bebas Banjir Harga All In Kpr Bisa Nego,Mulyaharja, Bogor,-6.6387205,106.7861494,rumah,4.0,3.0,180.0,120.0,0.0,2200.0,0.0,0.0,2.0,bagus,2.0,unfurnished,2.0,harga tinggi
2040000000.0,Rumah 2 Lantai Harga All In di Danau Bogor Raya Dekat Botani Square Mall Siap Kpr,Katulampa, Bogor,-6.6154285,106.8298214,rumah,3.0,3.0,128.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
2040000000.0,Rumah Asri di Danau Bogor Raya Dekat Sempur Harga All In Siap Kpr,Katulampa, Bogor,-6.6154285,106.8298214,rumah,3.0,3.0,128.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
2040000000.0,Rumah Dekat Tanah Sareal Harga All In di Danau Bogor Raya Siap Kpr,Katulampa, Bogor,-6.6154285,106.8298214,rumah,3.0,3.0,128.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
2040000000.0,Rumah Strategis di Danau Bogor Raya Dekat Botani Square Mall Harga All In Kpr,Katulampa, Bogor,-6.6154285,106.8298214,rumah,3.0,3.0,128.0,200.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1100000000.0,Rumah 2 Lantai di Area Komplek Perumahan Yang Banyak Dicari,Katulampa, Bogor,-6.6154285,106.8298214,rumah,3.0,2.0,84.0,155.0,1.0,2200.0,1.0,0.0,2.0,sudah renovasi,0.0,furnished,20.0,harga rendah
1440000000.0,Rumah Strategis di Bogor Raya Permai Bebas Banjir Bisa Kpr Harga All In,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,4.0,3.0,126.0,180.0,1.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
1440000000.0,Rumah 2 Lantai Strategis di Bogor Raya Permai Bebas Banjir Harga All In Kpr,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,4.0,3.0,126.0,180.0,1.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
1440000000.0,Rumah Siap Kpr Di Cimanggu Permai Bebas Banjir Harga All In Nego,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,4.0,2.0,198.0,150.0,1.0,2200.0,1.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
780000000.0,Rumah Bebas Banjir di Laladon Residence Harga All In Nego Siap Kpr,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,3.0,2.0,116.0,85.0,1.0,1300.0,1.0,0.0,1.0,baru,1.0,unfurnished,0.0,harga sangat rendah
1980000000.0,Rumah Luas 2 Lantai Area Bogor Barat Harga All In Nego Siap Kpr,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,6.0,3.0,120.0,155.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1440000000.0,Rumah 2 Lantai Bebas Banjir di Bogor Raya Permai Harga All In Siap Kpr,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,4.0,3.0,126.0,180.0,1.0,1300.0,0.0,0.0,2.0,bagus,1.0,unfurnished,0.0,harga rendah
1000000000.0,Dijual Cepat Rumah Dalam Komplek Strategis di Bogor Barat Bogor,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,7.0,6.0,309.0,300.0,3.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
1350000000.0,Perumahan elit 2 lantai minimalis kota bogor,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,3.0,2.0,94.0,96.0,1.0,2200.0,0.0,0.0,1.0,baru,0.0,semi furnished,0.0,harga rendah
530000000.0,"Minimalis 2 lantai Baru ! Cibinong,pemda-Bogor",Bogor Barat, Bogor,-6.5766335,106.765742,rumah,3.0,2.0,64.0,54.0,2.0,2200.0,0.0,0.0,2.0,baru,2.0,unfurnished,0.0,harga sangat rendah
784000000.0,Rumah Modern DiperumahanEksklusif Kemang Bogor,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,3.0,3.0,90.0,80.0,1.0,2200.0,0.0,0.0,2.0,baru,0.0,unfurnished,0.0,harga sangat rendah
4500000000.0,"Dijual Rumah Cantik Dan Asri di Bogor, Jawa Barat",Bogor Barat, Bogor,-6.5766335,106.765742,rumah,4.0,4.0,366.0,450.0,1.0,5500.0,1.0,1.0,1.0,bagus,2.0,unfurnished,4.0,harga sangat tinggi
12500000000.0,For sale rumah mewah 2 Lantai di villa Duta Bogor,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,4.0,3.0,502.0,430.0,0.0,8000.0,2.0,1.0,2.0,bagus,4.0,unfurnished,4.0,harga sangat tinggi
3600000000.0,Banting Harga Rumah Cantik di Villa Permata Baru Bogor,Bogor Barat, Bogor,-6.5766335,106.765742,rumah,4.0,4.0,625.0,350.0,2.0,4400.0,1.0,1.0,2.0,bagus sekali,1.0,unfurnished,13.0,harga sangat tinggi
890000000.0,Rumah 2 Lantai di Perumahan Citraland Cibubur,Cibubur, Bogor,-6.3551778,106.8483112,rumah,2.0,2.0,60.0,55.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,furnished,4.0,harga rendah
810000000.0,Rumah Strategis Bebas Banjir Dekat Cibubur Harga All In Siap Kpr,Cibubur, Bogor,-6.3551778,106.8483112,rumah,2.0,1.0,90.0,45.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga rendah
630000000.0,Rumah Strategis Siap Kpr Bebas Banjir di Metland Cileungsi,Cibubur, Bogor,-6.3551778,106.8483112,rumah,2.0,1.0,84.0,70.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,unfurnished,0.0,harga sangat rendah
2550000000.0,Rumah Strategis Siap Kpr Harga All In di Bukit Golf Riverside Bisa Nego,Cibubur, Bogor,-6.3551778,106.8483112,rumah,3.0,3.0,165.0,160.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
468000000.0,Rumah hook 3 kamar tipe minimalis di citra indah city,Cibubur, Bogor,-6.3551778,106.8483112,rumah,3.0,2.0,109.0,90.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,13.0,harga sangat rendah
1350000000.0,Rumah dijual harga murah siap huni 2 lantai SHM,Cibubur, Bogor,-6.3551778,106.8483112,rumah,3.0,2.0,94.0,96.0,1.0,2200.0,0.0,0.0,1.0,baru,0.0,semi furnished,0.0,harga rendah
570000000.0,Rumah Siap Huni Di Cibubur Dekat Kota Wisata,Cibubur, Bogor,-6.3551778,106.8483112,rumah,2.0,1.0,69.0,72.0,1.0,1300.0,0.0,0.0,1.0,baru,1.0,semi furnished,0.0,harga sangat rendah
3800000000.0,Rumah Minimalis Modern Bagus Sudah Renovasi,Cibubur, Bogor,-6.3551778,106.8483112,rumah,4.0,2.0,230.0,300.0,0.0,4400.0,0.0,0.0,2.0,sudah renovasi,0.0,semi furnished,4.0,harga sangat tinggi
3800000000.0,Rumah Minimalis Modern Bagus 2 Lantai Siap Huni,Cibubur, Bogor,-6.3551778,106.8483112,rumah,4.0,2.0,230.0,300.0,0.0,4400.0,0.0,0.0,2.0,sudah renovasi,0.0,semi furnished,4.0,harga sangat tinggi
3000000000.0,"Rumah Bagus, Siap Huni Di Kotawisata Cibubur",Cibubur, Bogor,-6.3551778,106.8483112,rumah,3.0,2.0,215.0,200.0,2.0,2200.0,1.0,1.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
2000000000.0,"Dijual cepat rumah bagus di perumahan kota wisata, lokasi strategis.",Cibubur, Bogor,-6.3551778,106.8483112,rumah,3.0,3.0,120.0,160.0,1.0,2200.0,1.0,1.0,2.0,sudah renovasi,0.0,semi furnished,2.0,harga tinggi
2400000000.0,Dijual Cepat Rumah di Cibubur,Cibubur, Bogor,-6.3551778,106.8483112,rumah,2.0,2.0,200.0,150.0,0.0,3500.0,1.0,1.0,2.0,bagus,2.0,unfurnished,22.0,harga tinggi
388000000.0,Rumah siap huni di jalur boulevard cluster,Cibubur, Bogor,-6.3551778,106.8483112,rumah,2.0,1.0,120.0,50.0,1.0,1300.0,0.0,0.0,1.0,bagus,0.0,unfurnished,0.0,harga sangat rendah
4600000000.0,"Cluster Atherton Kota Wisata Cibubur , New Type 3 Lantai",Cibubur, Bogor,-6.3551778,106.8483112,rumah,4.0,3.0,180.0,237.0,2.0,2200.0,1.0,1.0,3.0,baru,0.0,unfurnished,0.0,harga sangat tinggi
546000000.0,Rumah Modern Sakura Indica di Timur Jakarta Fasilitas Lengkap,Cibubur, Bogor,-6.3551778,106.8483112,rumah,2.0,1.0,60.0,30.0,1.0,1300.0,0.0,0.0,1.0,baru,0.0,unfurnished,0.0,harga sangat rendah
1000000000.0,Rumah Luas Seperti Villa Nyaman Kamar Tidur 5,Cibubur, Bogor,-6.3551778,106.8483112,rumah,5.0,2.0,168.0,155.0,1.0,1300.0,0.0,0.0,1.0,bagus sekali,0.0,unfurnished,3.0,harga rendah
1680000000.0,Rumah Dekat Mall Ciputra di Legenda Wisata Harga All In Siap Kpr,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,2.0,186.0,110.0,2.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
2550000000.0,Rumah Strategis Siap Kpr Harga All In di Bukit Golf Riverside Dekat Cikeas,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,3.0,165.0,160.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
2550000000.0,Rumah Asri Bebas Banjir di Bukit Golf Riverside Harga All In Nego Siap Kpr,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,3.0,165.0,160.0,1.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1680000000.0,Rumah Strategis Siap Kpr Di Cibubur Country Harga All In Nego,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,2.0,200.0,90.0,1.0,2200.0,1.0,0.0,1.0,bagus,1.0,unfurnished,2.0,harga tinggi
1680000000.0,Rumah Siap Kpr Dekat Cibubur di Legenda Wisata Zona Vivaldi Harga All In,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,2.0,186.0,110.0,1.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
2550000000.0,Rumah Strategis Dekat Jatisampurna di Bukit Golf Riverside Harga All In Kpr,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,3.0,165.0,160.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1680000000.0,Rumah Seken di Legenda Wisata Zona Vivaldi Harga All In Kpr,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,2.0,186.0,110.0,1.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
2550000000.0,Rumah Asri Bebas Banjir di Bukit Golf Riverside Harga All In Kpr,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,3.0,165.0,160.0,0.0,2200.0,0.0,0.0,2.0,bagus,1.0,unfurnished,2.0,harga tinggi
1680000000.0,Rumah Strategis Harga All In Bisa Kpr Di Cibubur Country Bebas Banjir,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,2.0,200.0,90.0,0.0,2200.0,1.0,0.0,1.0,bagus,1.0,unfurnished,2.0,harga tinggi
1680000000.0,Rumah Bebas Banjir Harga All In di Legenda Wisata Siap Kpr,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,2.0,186.0,110.0,2.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1680000000.0,Rumah Strategis Harga All In Kpr di Legenda Wisata Zona Vivaldi,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,2.0,186.0,110.0,2.0,1300.0,0.0,0.0,2.0,bagus,0.0,unfurnished,2.0,harga tinggi
1680000000.0,Dijual Rumah Cibubur Country Tol Jatikarya Legenda Wisata,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,2.0,200.0,90.0,2.0,3500.0,0.0,0.0,1.0,bagus,0.0,semi furnished,2.0,harga tinggi
1350000000.0,Rumah 2 lantai harga murah siap huni SHM,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,3.0,2.0,94.0,96.0,0.0,2200.0,0.0,0.0,1.0,baru,0.0,semi furnished,0.0,harga rendah
1400000000.0,Rumah Asri Dan Cantik di Kota Wisata Cibubur,Gunung Putri, Bogor,-6.3882496,106.9273915,rumah,4.0,3.0,120.0,100.0,1.0,2200.0,0.0,0.0,2.0,bagus,0.0,unfurnished,0.0,harga rendah
